name,slug,address,city,state,zip,phone,hours,rating,reviews,website,services,featured,,,,,
Elite Express Towing,1217 Forest Ave,Des Moines,IA,50314,1 515-805-5402,http://eliteexpresstowingservices.com/,4.2,128,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.604266,-93.6338665
Roy's Towing and Recovery,155 S 13th St,West Des Moines,IA,50265,1 515-225-6088,https://roystowingia.com/,4,271,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5683022,-93.7215701
Iowa Falls Towing & Recovery,23727 Co Rd D15,Iowa Falls,IA,50126,1 641-648-6735,,4.8,28,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",42.5215846,-93.2279797
Vehicle Towing Company,2901 Douglas Ave Suite 2A,Des Moines,IA,50310,1 515-800-4252,http://www.247desmoinestowing.com/,4.2,67,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.6297245,-93.6572379
Crow Tow,826 SE 21st St,Des Moines,IA,50317,1 515-276-9869,http://www.515crowtow.com/,2.6,1563,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.5799389,-93.5810469
Mason's Auto Towing & Recovery,2120 Washington Ave,Iowa Falls,IA,50126,1 641-373-1204,http://www.24hourtowingiowafalls.com/,5,61,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",42.519874,-93.283378
Vance 24 Hour Towing,1310 Nn Dr,Marengo,IA,52301,1 319-430-8712,https://www.vance24hrtowing.com/,5,75,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.8157533,-92.0306381
Doc's Towing & Recovery,219 E 2nd St,Brooklyn,IA,52211,,,3.5,22,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.7297396,-92.443535
ASAP Towing & Recovery,,,,,1 319-330-1629,https://www.asaptowingrecoveryic.com/,4.8,130,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.938318,-93.3897729
Diversified Towing & Recovery,119 Spruce St,De Soto,IA,50069,1 641-344-1510,https://diversifiedtowing.com/towing/de-soto-iowa-towing/,4.4,59,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.53602,-94.0113396
"TEOS TOWING SERVICE & RECOVERY, TRUCK AND TRAILER REPAIR INC.",1950 Garfield Ave,West Liberty,IA,52776,1 563-888-1988,http://www.teostowing.com/,4.1,96,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",41.6612994,-91.2486872
Kansas Tow Company,3730 S Broadway,Wichita,KS,67216,1 316-880-8877,http://www.kstowcompany.com/,4.9,629,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.6273025,-97.3336068
Lazer Tow Service,4100 Main St,Grandview,MO,64030,1 816-763-2112,http://www.lazertow.com/,4.9,8131,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.8903264,-94.5445061
"J&S Tow Service, LLC","68th, Cleveland Ave",Kansas City,MO,64132,1 816-469-0493,,4.9,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.9999276,-94.5426829
Eazy’s Wrecker Service,1811 Fair Ln,Manhattan,KS,66502,1 785-706-1111,https://eazyswrecker.com/,5,285,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Closed""]",39.1740487,-96.5857589
Ken's Auto Tow,3760 S Broadway,Wichita,KS,67216,1 316-235-3080,http://kensautotowing.com/,4.2,225,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.6265425,-97.3336389
J & K Towing,905 S Kansas Ave,Olathe,KS,66061,1 913-906-8090,https://jktowingkc.com/,4.8,770,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.8700782,-94.8210406
Arrow Wrecker Service,2438 S West St,Wichita,KS,67217,1 316-522-8156,https://arrowwreckerservices.com/,4.8,921,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.6500308,-97.3887549
Midwest Tow & Transport,400 Kansas Ave Suite A,Kansas City,KS,66105,1 913-281-1003,https://midwestts.com/,4.4,167,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.0880545,-94.6208793
Sunflower Tow Service,452 S 26th St,Kansas City,KS,66105,1 913-777-9300,http://www.sunflowertowservice.com/,3.9,165,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.092334,-94.6594183
Arrow Wrecker Service,201 S Haverhill Rd,El Dorado,KS,67042,1 316-600-5041,https://arrowwreckerservices.com/,4.9,91,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.8161664,-96.8811353
Kidd's Towing,4839 Merriam Dr,Overland Park,KS,66203,1 913-596-8697,https://kiddstowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.6,1816,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.0395248,-94.6846549
Salina Wrecker Service Inc,850 E North St,Salina,KS,67401,1 785-827-8316,https://www.facebook.com/SalinaWreckerINC/,4.9,257,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.8486214,-97.5985272
"Santa Fe Tow Service - Cars, Heavy Duty & Semi Truck Towing",9125 Rosehill Rd,Lenexa,KS,66215,1 913-894-5201,https://santafetowservice.com/,4.9,3171,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.96287,-94.732374
Wichita Towing & Auto Recovery,4055 S Broadway,Wichita,KS,67216,1 316-358-0400,http://wichita-towing.com/,4.3,184,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.6209534,-97.334873
EW Tow Service,1612 Crystal Ave,Kansas City,MO,64126,1 816-572-2494,http://ewtowservice.com/,4.1,97,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.091796,-94.4978271
Santa Fe Towing Service - Tow Truck Kansas City,2663 S 88th St,Kansas City,KS,66111,1 913-894-2568,https://santafetowservice.com/,4.9,1036,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.0533041,-94.7821649
Kidd's Towing,4740 Esthner St,Wichita,KS,67209,1 913-361-5808,https://kiddstowing.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.8,5500,"[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-6PM""]","[""8AM-12PM""]","[""Closed""]",37.6623772,-97.3980284
Marvins Tow Service,20160 W 191st St,Spring Hill,KS,66083,1 913-764-7630,https://www.facebook.com/p/Marvins-Tow-Service-Inc-100063695435264/,5,15,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.78233,-94.817347
Affordable Towing and Auto Sales,1382 Pillsbury Dr,Manhattan,KS,66502,1 785-477-3460,https://affordabletowingkansas.net/,4.5,315,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.1705082,-96.5442219
Bluegrass Towing,757 E 7th St,Lexington,KY,40505,1 859-233-9711,http://www.bluegrasstowing.com/,2.5,454,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.0456311,-84.471412
Kentucky Auto Service & Towing,520 Ash St,Elsmere,KY,41018,1 859-727-4345,http://kentuckyautoservice.net/,4,544,"[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""Closed""]","[""Closed""]",39.009156,-84.603156
Non-Stop Towing & Recovery,100 Glass Ave,Lexington,KY,40505,1 859-684-2777,,5,264,"[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""8AM-8PM""]","[""Closed""]","[""Closed""]",38.0388851,-84.4584602
Roberts Heavy Duty Towing,757 E 7th St,Lexington,KY,40505,1 859-294-5566,https://robertsheavydutytowing.com/,3.9,705,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.046594,-84.470885
JADE TOWING AND RECOVERY LLC.,1610 E Main St,Richmond,KY,40475,1 888-985-5233,http://www.jadeky.com/,4.8,87,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.7411567,-84.2763934
CTS Towing & Repair,1172 Finney Dr,Lexington,KY,40511,1 859-278-9999,https://www.facebook.com/profile.php%3Fid%3D61570116973561,4.2,362,"[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""9AM-12AM""]","[""9AM-12AM""]",38.0746803,-84.501267
METRO TOWING LLC,855 Angliana Ave,Lexington,KY,40508,1 859-255-4395,https://metrotowingky.com/,2.7,450,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.0489105,-84.5149225
JJ Towing&Recover LLC,2145 Donaldson Ave,Covington,KY,41014,1 859-640-9936,http://www.facebook.com/JJTOWINGRECOVERY,4,72,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",39.0641479,-84.5056381
Lex Tow Towing,104 Brown Ave,Lexington,KY,40505,1 859-368-2284,https://sites.google.com/view/lex-tow,4.7,130,"[""8AM-2AM""]","[""8AM-2AM""]","[""8AM-2AM""]","[""8AM-2AM""]","[""8AM-2AM""]","[""8AM-2AM""]","[""12PM-2AM""]",38.0419002,-84.4608933
TJ’s Towing & A-1 Auto Service,1315 N Main St,London,KY,40741,1 606-878-0406,http://www.fb.me/TJsTowingRecovery,4.1,90,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.1354894,-84.0946963
Mosbys Towing & Transport LLC,3119 Dixie Hwy,Louisville,KY,40216,1 502-447-1234,http://mosbystowing.com/,3.7,505,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.204317,-85.7989149
Advantage Towing & Recovery,4534 Poplar Level Rd,Louisville,KY,40213,1 502-749-2233,https://www.advantagetowinglouisville.com/,4.9,1520,"[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]","[""7AM-12AM""]",38.1855848,-85.7018786
Cummings Towing & Recovery,6541 KY-227,Worthville,KY,41098,1 502-732-9169,http://cummingstowing.com/,4.8,293,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.614479,-85.0837478
Classic Towing,611 S Keeneland Dr,Richmond,KY,40475,1 859-448-5111,https://www.facebook.com/classictowingky/,4.6,141,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.7666229,-84.3183332
U S Towing & Recovery,4914 Poplar Level Rd,Louisville,KY,40219,1 502-804-8284,https://www.facebook.com/USTowingRecovery/,4.5,183,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.169572,-85.6842313
ProTow & Recovery LLC,556 Waco Loop Rd,Bybee,KY,40385,1 859-661-3413,,4.3,212,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.7349369,-84.1259087
Leo's Towing & Recovery,715 S Jackson St,Louisville,KY,40203,1 502-727-9503,,4.6,92,"[""6AM-6PM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]","[""6AM-2AM""]",38.244224,-85.745479
Finley's Towing and Recovery,507 Cherry Blossom Way,Georgetown,KY,40324,1 502-863-7759,https://finleystowingandrecovery.com/,4.9,140,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",38.273134,-84.550843
Top Notch Towing,124 Rainbow Dr,Nicholasville,KY,40356,1 859-350-4665,,5,151,"[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""9AM-8PM""]","[""Closed""]",37.898741,-84.5753763
ThoroughTruck Towing And Heavy Truck Repair,8725 N Wilderness Rd,Mt Vernon,KY,40456,1 606-256-4099,,4.8,403,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",37.4683249,-84.333695
Louisiana Towing,1132 US-190,Port Allen,LA,70767,1 225-618-5782,https://louisianatowingandrecovery.com/,4.5,271,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.5065643,-91.2165358
Glenn's Towing & Recovery Inc,311 Des Jacques Rd,Lafayette,LA,70506,1 337-989-0510,https://glennstowingservice.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,3.9,75,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.225332,-92.0792463
Allison's 24 Hour Towing Services,805 E Whatley Rd,Oakdale,LA,71463,1 318-215-8172,,4.3,23,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.8320549,-92.6514914
"Hayes Towing & Recovery LLC - Local Towing Roadside Service, Roadside Tire Change",6625 Village St,Baton Rouge,LA,70807,1 225-610-8525,,4.9,686,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.5103604,-91.1608114
Gaines Wrecker Service,12330 Louisiana Ave,Roseland,LA,70456,1 985-748-4301,,3.7,15,,,,,,,,30.7643437,-90.5224963
Gary's Towing Service,424 Industrial Pkwy,Lafayette,LA,70508,1 337-237-3900,http://garystowingservice.com/,3.9,71,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.1825843,-91.9982405
Louisiana Towing Systems,9293 Airport Rd,New Roads,LA,70760,1 225-278-7979,https://ltswin.com/,,,"[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""8AM-5PM""]","[""Closed""]","[""Closed""]",30.728918,-91.480346
"James Alleman Towing, LLC",423 E Mills Ave,Breaux Bridge,LA,70517,1 337-332-3004,https://www.facebook.com/James-Alleman-Towing-LLC-108210375873254/%3Fref%3Daymt_homepage_panel,4.7,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.2822673,-91.9101675
Rick's Towing & Recovery,3436 W Pinhook Rd,Lafayette,LA,70508,1 337-233-7425,https://rickstowing.com/,3.7,102,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.1622371,-91.9937362
Roscos Towing Services,2828 W Gloria Switch Rd,Carencro,LA,70520,1 337-896-8797,https://roscostowing.com/,4.8,166,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.2986946,-92.1058024
D & R Towing and Recovery LLC,958 E Texas Ave,Rayne,LA,70578,1 337-247-3789,,4.7,103,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.2348231,-92.2585408
Gerald's Towing & Truck Repair,1633 St Mary St,Scott,LA,70583,1 337-235-5263,https://www.geraldstowing.com/,3.7,255,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.2420825,-92.103827
No Limit Towing,1472 Safe Energy Dr,Port Allen,LA,70767,1 225-238-1116,https://www.nolimittowing.net/,4.6,377,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.4969047,-91.2220248
Fast Stop Towing LLC,,,,,1 225-421-7542,https://faststoptowing.com/baton-rouge,4.6,655,"[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]","[""8AM-7PM""]",30.4993735,-91.380204
William & Sons Auto,,New Roads,LA,70760,1 225-638-6838,,4.7,14,"[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""8AM-5:30PM""]","[""Closed""]","[""Closed""]",30.7010611,-91.4762664
Westside Towing,545 Equipment Blvd,Port Allen,LA,70767,1 225-445-1275,,3,13,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.4493982,-91.2663674
Topshelf Towing Inc,1275 Quarter Pole Rd,Rayne,LA,70578,1 337-334-8697,http://www.topshelftowinginc.com/,4.4,18,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""12-6AM"",""11AM-11:30PM""]",30.2429031,-92.2341602
"Carrolls Towing, Inc.",601 Crestlawn Dr,Lafayette,LA,70503,1 337-237-7639,https://carrollstowing.com/,3.9,24,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.1548615,-92.0730666
Feliciana Towing and Recovery,11351 US-61,St Francisville,LA,70775,1 225-800-3131,http://www.facebook.com/Feliciana-Towing-and-Recovery-101425378974563,3.8,10,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",30.8914594,-91.3489601
Southern Maine Towing & Auto Repair,410 Elm St,Biddeford,ME,4005,1 207-286-9700,https://sometow.com/%3Futm_source%3Domg-gbp%26utm_medium%3Dwebclick,4.6,532,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",43.4819141,-70.4728803
New England Towing,,,,,1 207-347-9347,https://newenglandtowingus.com/,5,32,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",43.6103465,-70.23393
McEwen Towing LLC,92 Old Bangor Rd,Newport,ME,4953,1 207-356-2105,,4.9,64,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.8247973,-69.2263503
Maine Towing and Collision LLC,646 Union Rd,Waldoboro,ME,4572,1 207-542-0123,https://mainetowingandcollision.com/,4.9,74,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.1250212,-69.3471341
All Time Towing & Automotive,222 Etna Rd,Plymouth,ME,4969,1 207-368-4691,https://alltimetowingandautomotive.com/,3.7,104,"[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]","[""Open 24 hours""]",44.7754122,-69.1896123
